id_atleta,mese,anno,stipendio
142,agosto,2022,1914
143,agosto,2022,4687
144,agosto,2022,1179
145,agosto,2022,1607
146,agosto,2022,4819
147,agosto,2022,1326
148,agosto,2022,2276
149,agosto,2022,2322
150,agosto,2022,2122
151,agosto,2022,4130
152,agosto,2022,2636
153,agosto,2022,1387
154,agosto,2022,1114
155,agosto,2022,4935
156,agosto,2022,3076
157,agosto,2022,4569
158,agosto,2022,4536
159,agosto,2022,2481
160,agosto,2022,3625
161,agosto,2022,2961
162,agosto,2022,2237
163,agosto,2022,1519
164,agosto,2022,1467
165,agosto,2022,3284
166,agosto,2022,1722
167,agosto,2022,3122
168,agosto,2022,3950
169,agosto,2022,4845
170,agosto,2022,1011
171,agosto,2022,2962
172,agosto,2022,3293
173,agosto,2022,2181
174,agosto,2022,3956
175,agosto,2022,2307
176,agosto,2022,1344
177,agosto,2022,3955
178,agosto,2022,1822
179,agosto,2022,4668
180,agosto,2022,3514
181,agosto,2022,4416
182,agosto,2022,3895
183,agosto,2022,3326
184,agosto,2022,4980
185,agosto,2022,3578
186,agosto,2022,1808
187,agosto,2022,1359
188,agosto,2022,1327
189,agosto,2022,2256
190,agosto,2022,1498
191,agosto,2022,2327
192,agosto,2022,1962
193,agosto,2022,2171
194,agosto,2022,4853
195,agosto,2022,2443
196,agosto,2022,3963
197,agosto,2022,3586
198,agosto,2022,2578
199,agosto,2022,3838
200,agosto,2022,4471
201,agosto,2022,1262
202,agosto,2022,2278
203,agosto,2022,1430
204,agosto,2022,3307
205,agosto,2022,2013
206,agosto,2022,1357
207,agosto,2022,4969
208,agosto,2022,2155
209,agosto,2022,3710
210,agosto,2022,3138
211,agosto,2022,2941
212,agosto,2022,2502
213,agosto,2022,2347
214,agosto,2022,2454
215,agosto,2022,4357
216,agosto,2022,1462
217,agosto,2022,2589
218,agosto,2022,1976
219,agosto,2022,3820
220,agosto,2022,2650
221,agosto,2022,2213
222,agosto,2022,2659
223,agosto,2022,4821
224,agosto,2022,2510
225,agosto,2022,1970
226,agosto,2022,4970
227,agosto,2022,1856
228,agosto,2022,4768
229,agosto,2022,3564
230,agosto,2022,1902
231,agosto,2022,3778
232,agosto,2022,1158
233,agosto,2022,3861
234,agosto,2022,4325
235,agosto,2022,2642
236,agosto,2022,3132
237,agosto,2022,4858
238,agosto,2022,1805
239,agosto,2022,2424
240,agosto,2022,4916
241,agosto,2022,4564
242,agosto,2022,3831
243,agosto,2022,4071
244,agosto,2022,3162
245,agosto,2022,1673
246,agosto,2022,3209
247,agosto,2022,1681
248,agosto,2022,4322
249,agosto,2022,4734
250,agosto,2022,3454
251,agosto,2022,3002
252,agosto,2022,1964
253,agosto,2022,4518
254,agosto,2022,3061
255,agosto,2022,1958
256,agosto,2022,2451
257,agosto,2022,2379
258,agosto,2022,3871
259,agosto,2022,1609
260,agosto,2022,2698
261,agosto,2022,3598
262,agosto,2022,4057
263,agosto,2022,4706
264,agosto,2022,2173
265,agosto,2022,3095
266,agosto,2022,4816
267,agosto,2022,3909
268,agosto,2022,2892
269,agosto,2022,3321
270,agosto,2022,3428
271,agosto,2022,2810
272,agosto,2022,3807
273,agosto,2022,2776
274,agosto,2022,4154
275,agosto,2022,2008
276,agosto,2022,1852
277,agosto,2022,2289
278,agosto,2022,4266
279,agosto,2022,3820
280,agosto,2022,2819
281,agosto,2022,3082
282,agosto,2022,1556
283,agosto,2022,4577
284,agosto,2022,1308
285,agosto,2022,3559
286,agosto,2022,1769
287,agosto,2022,3037
288,agosto,2022,2206
289,agosto,2022,4927
290,agosto,2022,3666
291,agosto,2022,1054
292,agosto,2022,2434
293,agosto,2022,4915
294,agosto,2022,1809
295,agosto,2022,4477
296,agosto,2022,3184
297,agosto,2022,2242
298,agosto,2022,4661
299,agosto,2022,4120
300,agosto,2022,3382
301,agosto,2022,3950
302,agosto,2022,2205
303,agosto,2022,4721
304,agosto,2022,2855
305,agosto,2022,3299
306,agosto,2022,1085
307,agosto,2022,1928
308,agosto,2022,2474
309,agosto,2022,1687
310,agosto,2022,4092
311,agosto,2022,3669
312,agosto,2022,4464
313,agosto,2022,3837
314,agosto,2022,4860
315,agosto,2022,4638
316,agosto,2022,1195
317,agosto,2022,1537
318,agosto,2022,1778
319,agosto,2022,3214
320,agosto,2022,2902
321,agosto,2022,1275
322,agosto,2022,3332
323,agosto,2022,2734
324,agosto,2022,2121
325,agosto,2022,1333
326,agosto,2022,4492
327,agosto,2022,3859
328,agosto,2022,1094
329,agosto,2022,4277
330,agosto,2022,4301
331,agosto,2022,3685
332,agosto,2022,1915
333,agosto,2022,1227
334,agosto,2022,4378
335,agosto,2022,2271
336,agosto,2022,1909
337,agosto,2022,4914
338,agosto,2022,4862
339,agosto,2022,2417
340,agosto,2022,4564
341,agosto,2022,3204
342,agosto,2022,2174
343,agosto,2022,1819
344,agosto,2022,1234
345,agosto,2022,1712
346,agosto,2022,3990
347,agosto,2022,2145
348,agosto,2022,4956
349,agosto,2022,2973
350,agosto,2022,2929
351,agosto,2022,1078
352,agosto,2022,4851
353,agosto,2022,2851
354,agosto,2022,3747
355,agosto,2022,3075
356,agosto,2022,1963
357,agosto,2022,4024
358,agosto,2022,3163
359,agosto,2022,2345
360,agosto,2022,4764
361,agosto,2022,3750
362,agosto,2022,4993
363,agosto,2022,1477
364,agosto,2022,1174
365,agosto,2022,4587
366,agosto,2022,3859
367,agosto,2022,3164
368,agosto,2022,3612
369,agosto,2022,2348
370,agosto,2022,4510
371,agosto,2022,2662
372,agosto,2022,4396
373,agosto,2022,1281
374,agosto,2022,4683
375,agosto,2022,2873
376,agosto,2022,4802
377,agosto,2022,4317
378,agosto,2022,1407
379,agosto,2022,4369
380,agosto,2022,4082
381,agosto,2022,2208
382,agosto,2022,3811
383,agosto,2022,1211
384,agosto,2022,3017
385,agosto,2022,3472
386,agosto,2022,1724
387,agosto,2022,4078
388,agosto,2022,1825
389,agosto,2022,3260
390,agosto,2022,4766
391,agosto,2022,2975
392,agosto,2022,2731
393,agosto,2022,3667
394,agosto,2022,3095
395,agosto,2022,4771
396,agosto,2022,3055
397,agosto,2022,2404
398,agosto,2022,4643
399,agosto,2022,3754
400,agosto,2022,1367
401,agosto,2022,1417
402,agosto,2022,2387
403,agosto,2022,2649
404,agosto,2022,1075
405,agosto,2022,3714
406,agosto,2022,3125
407,agosto,2022,4759
408,agosto,2022,2752
409,agosto,2022,1526
410,agosto,2022,2188
411,agosto,2022,1326
412,agosto,2022,4584
413,agosto,2022,3910
414,agosto,2022,4676
415,agosto,2022,1760
416,agosto,2022,3494
417,agosto,2022,2978
418,agosto,2022,1048
419,agosto,2022,2008
420,agosto,2022,3829
421,agosto,2022,3175
422,agosto,2022,3291
423,agosto,2022,2146
424,agosto,2022,3937
425,agosto,2022,1372
426,agosto,2022,1351
427,agosto,2022,4188
428,agosto,2022,3517
429,agosto,2022,3013
430,agosto,2022,4218
431,agosto,2022,1118
432,agosto,2022,4324
433,agosto,2022,3146
434,agosto,2022,1715
435,agosto,2022,4350
436,agosto,2022,3638
437,agosto,2022,2910
438,agosto,2022,2014
439,agosto,2022,1048
440,agosto,2022,3811
441,agosto,2022,3868
442,agosto,2022,1816
443,agosto,2022,1226
444,agosto,2022,2332
445,agosto,2022,4575
446,agosto,2022,3349
447,agosto,2022,2999
448,agosto,2022,4973
449,agosto,2022,3861
450,agosto,2022,4513
451,agosto,2022,1090
452,agosto,2022,3949
453,agosto,2022,1512
454,agosto,2022,3935
455,agosto,2022,4432
456,agosto,2022,3445
457,agosto,2022,3421
458,agosto,2022,1177
459,agosto,2022,1633
460,agosto,2022,4426
461,agosto,2022,4700
462,agosto,2022,1973
463,agosto,2022,2120
464,agosto,2022,3338
465,agosto,2022,4897
466,agosto,2022,3116
467,agosto,2022,1912
468,agosto,2022,3147
469,agosto,2022,4138
470,agosto,2022,3520
471,agosto,2022,4273
472,agosto,2022,4064
473,agosto,2022,1895
474,agosto,2022,2961
475,agosto,2022,2908
476,agosto,2022,3405
477,agosto,2022,3033
478,agosto,2022,4138
479,agosto,2022,4896
480,agosto,2022,1219
481,agosto,2022,4888
482,agosto,2022,2948
483,agosto,2022,4197
484,agosto,2022,4613
485,agosto,2022,2380
486,agosto,2022,4259
487,agosto,2022,2400
488,agosto,2022,1168
489,agosto,2022,1460
490,agosto,2022,3946
491,agosto,2022,3242
492,agosto,2022,2409
493,agosto,2022,2712
494,agosto,2022,4612
495,agosto,2022,1476
496,agosto,2022,1950
497,agosto,2022,2501
498,agosto,2022,2141
499,agosto,2022,4854
500,agosto,2022,1794
501,agosto,2022,2785
502,agosto,2022,1134
503,agosto,2022,2238
504,agosto,2022,2178
505,agosto,2022,2572
506,agosto,2022,1267
507,agosto,2022,1287
508,agosto,2022,1437
509,agosto,2022,3951
510,agosto,2022,3742
511,agosto,2022,1681
512,agosto,2022,4544
513,agosto,2022,3738
514,agosto,2022,1264
515,agosto,2022,4538
516,agosto,2022,4298
517,agosto,2022,2007
518,agosto,2022,4352
519,agosto,2022,1428
520,agosto,2022,1586
521,agosto,2022,1110
522,agosto,2022,1269
523,agosto,2022,1319
524,agosto,2022,2698
525,agosto,2022,1264
526,agosto,2022,4558
527,agosto,2022,4822
528,agosto,2022,4359
529,agosto,2022,1389
530,agosto,2022,3816
531,agosto,2022,2254
532,agosto,2022,2992
533,agosto,2022,2610
534,agosto,2022,2334
535,agosto,2022,3346
536,agosto,2022,3630
537,agosto,2022,2645
538,agosto,2022,4139
539,agosto,2022,1791
540,agosto,2022,3969
541,agosto,2022,2338
542,agosto,2022,2162
543,agosto,2022,1413
544,agosto,2022,2274
545,agosto,2022,4625
546,agosto,2022,1483
547,agosto,2022,2358
548,agosto,2022,4128
549,agosto,2022,3497
550,agosto,2022,1988
551,agosto,2022,1516
552,agosto,2022,2474
553,agosto,2022,3844
554,agosto,2022,2290
1,settembre,2022,1277
2,settembre,2022,1975
3,settembre,2022,2535
4,settembre,2022,3369
5,settembre,2022,4779
6,settembre,2022,4389
7,settembre,2022,4720
8,settembre,2022,2167
9,settembre,2022,3945
10,settembre,2022,2474
11,settembre,2022,2997
12,settembre,2022,4233
13,settembre,2022,2904
14,settembre,2022,1920
15,settembre,2022,3027
16,settembre,2022,2526
17,settembre,2022,3805
18,settembre,2022,3789
19,settembre,2022,1047
20,settembre,2022,2617
21,settembre,2022,2544
22,settembre,2022,2227
23,settembre,2022,2929
24,settembre,2022,2773
25,settembre,2022,2624
26,settembre,2022,3471
27,settembre,2022,4579
28,settembre,2022,4791
29,settembre,2022,4110
30,settembre,2022,4619
31,settembre,2022,1858
32,settembre,2022,1959
33,settembre,2022,1582
34,settembre,2022,4227
35,settembre,2022,4679
36,settembre,2022,4147
37,settembre,2022,2022
38,settembre,2022,3469
39,settembre,2022,2501
40,settembre,2022,4764
41,settembre,2022,2698
42,settembre,2022,4395
43,settembre,2022,3210
44,settembre,2022,2250
45,settembre,2022,2445
46,settembre,2022,4805
47,settembre,2022,4175
48,settembre,2022,3705
49,settembre,2022,1110
50,settembre,2022,3288
51,settembre,2022,1281
52,settembre,2022,4443
53,settembre,2022,3488
54,settembre,2022,3186
55,settembre,2022,2827
56,settembre,2022,2484
57,settembre,2022,1716
58,settembre,2022,4541
59,settembre,2022,2362
60,settembre,2022,3388
61,settembre,2022,3910
62,settembre,2022,2546
63,settembre,2022,1962
64,settembre,2022,2328
65,settembre,2022,2693
66,settembre,2022,1585
67,settembre,2022,4823
68,settembre,2022,4944
69,settembre,2022,3345
70,settembre,2022,1603
71,settembre,2022,1732
72,settembre,2022,2246
73,settembre,2022,1425
74,settembre,2022,2422
75,settembre,2022,3646
76,settembre,2022,3764
77,settembre,2022,2046
78,settembre,2022,1510
79,settembre,2022,2467
80,settembre,2022,1069
81,settembre,2022,3330
82,settembre,2022,3805
83,settembre,2022,2096
84,settembre,2022,1011
85,settembre,2022,1183
86,settembre,2022,2368
87,settembre,2022,3916
88,settembre,2022,2184
89,settembre,2022,3119
90,settembre,2022,1986
91,settembre,2022,3095
92,settembre,2022,1575
93,settembre,2022,1695
94,settembre,2022,4243
95,settembre,2022,2451
96,settembre,2022,2829
97,settembre,2022,1005
98,settembre,2022,4178
99,settembre,2022,3075
100,settembre,2022,1177
101,settembre,2022,4725
102,settembre,2022,1340
103,settembre,2022,1520
104,settembre,2022,2868
105,settembre,2022,1362
106,settembre,2022,1841
107,settembre,2022,4088
108,settembre,2022,2777
109,settembre,2022,1639
110,settembre,2022,2963
111,settembre,2022,3586
112,settembre,2022,4914
113,settembre,2022,2365
114,settembre,2022,3970
115,settembre,2022,4904
116,settembre,2022,2639
117,settembre,2022,2664
118,settembre,2022,3898
119,settembre,2022,4848
120,settembre,2022,2693
121,settembre,2022,2117
122,settembre,2022,1499
123,settembre,2022,4911
124,settembre,2022,3475
125,settembre,2022,2134
126,settembre,2022,3878
127,settembre,2022,2987
128,settembre,2022,3560
129,settembre,2022,3787
130,settembre,2022,2978
131,settembre,2022,3530
132,settembre,2022,1038
133,settembre,2022,3393
134,settembre,2022,4752
135,settembre,2022,1216
136,settembre,2022,4026
137,settembre,2022,3261
138,settembre,2022,2645
139,settembre,2022,2960
140,settembre,2022,3573
141,settembre,2022,3333
142,settembre,2022,3007
143,settembre,2022,4893
144,settembre,2022,2213
145,settembre,2022,3839
146,settembre,2022,3058
147,settembre,2022,2978
148,settembre,2022,4494
149,settembre,2022,1622
150,settembre,2022,4284
151,settembre,2022,3956
152,settembre,2022,4120
153,settembre,2022,3482
154,settembre,2022,3405
155,settembre,2022,1587
156,settembre,2022,1697
157,settembre,2022,4603
158,settembre,2022,3526
159,settembre,2022,3476
160,settembre,2022,1575
161,settembre,2022,1126
162,settembre,2022,1649
163,settembre,2022,4265
164,settembre,2022,1901
165,settembre,2022,2895
166,settembre,2022,3398
167,settembre,2022,1544
168,settembre,2022,4797
169,settembre,2022,1583
170,settembre,2022,3640
171,settembre,2022,1582
172,settembre,2022,1378
173,settembre,2022,2726
174,settembre,2022,4627
175,settembre,2022,2807
176,settembre,2022,1417
177,settembre,2022,3538
178,settembre,2022,1332
179,settembre,2022,3955
180,settembre,2022,3507
181,settembre,2022,3980
182,settembre,2022,2886
183,settembre,2022,4885
184,settembre,2022,2893
185,settembre,2022,4164
186,settembre,2022,3260
187,settembre,2022,3300
188,settembre,2022,2501
189,settembre,2022,3001
190,settembre,2022,3889
191,settembre,2022,3948
192,settembre,2022,4164
193,settembre,2022,2871
194,settembre,2022,1392
195,settembre,2022,4353
196,settembre,2022,3734
197,settembre,2022,3166
198,settembre,2022,1307
199,settembre,2022,2725
200,settembre,2022,3474
201,settembre,2022,3695
202,settembre,2022,3537
203,settembre,2022,1423
204,settembre,2022,4023
205,settembre,2022,1224
206,settembre,2022,3172
207,settembre,2022,1190
208,settembre,2022,2230
209,settembre,2022,4855
210,settembre,2022,1397
211,settembre,2022,1342
212,settembre,2022,4286
213,settembre,2022,2446
214,settembre,2022,1390
215,settembre,2022,3216
216,settembre,2022,1803
217,settembre,2022,4987
218,settembre,2022,1453
219,settembre,2022,2374
220,settembre,2022,3951
221,settembre,2022,2570
222,settembre,2022,4021
223,settembre,2022,1437
224,settembre,2022,3140
225,settembre,2022,4566
226,settembre,2022,2797
227,settembre,2022,3861
228,settembre,2022,3508
229,settembre,2022,3587
230,settembre,2022,2944
231,settembre,2022,3610
232,settembre,2022,4100
233,settembre,2022,2048
234,settembre,2022,3052
235,settembre,2022,2355
236,settembre,2022,2596
237,settembre,2022,3357
238,settembre,2022,2582
239,settembre,2022,4719
240,settembre,2022,2396
241,settembre,2022,1226
242,settembre,2022,2538
243,settembre,2022,3019
244,settembre,2022,2019
245,settembre,2022,4093
246,settembre,2022,4286
247,settembre,2022,2101
248,settembre,2022,1031
249,settembre,2022,3334
250,settembre,2022,1805
251,settembre,2022,4041
252,settembre,2022,3079
253,settembre,2022,1707
254,settembre,2022,2048
255,settembre,2022,3857
256,settembre,2022,2124
257,settembre,2022,2400
258,settembre,2022,4686
259,settembre,2022,4856
260,settembre,2022,2609
261,settembre,2022,3059
262,settembre,2022,2185
263,settembre,2022,1807
264,settembre,2022,4004
265,settembre,2022,3382
266,settembre,2022,4004
267,settembre,2022,1905
268,settembre,2022,3113
269,settembre,2022,3095
270,settembre,2022,4604
271,settembre,2022,1264
272,settembre,2022,1483
273,settembre,2022,3577
274,settembre,2022,4075
275,settembre,2022,4739
276,settembre,2022,2393
277,settembre,2022,2917
278,settembre,2022,4328
279,settembre,2022,4889
280,settembre,2022,2188
281,settembre,2022,2845
282,settembre,2022,3157
283,settembre,2022,2188
284,settembre,2022,4047
285,settembre,2022,2784
286,settembre,2022,4896
287,settembre,2022,4885
288,settembre,2022,4832
289,settembre,2022,1146
290,settembre,2022,3963
291,settembre,2022,1405
292,settembre,2022,3247
293,settembre,2022,1066
294,settembre,2022,4288
295,settembre,2022,2812
296,settembre,2022,2335
297,settembre,2022,2910
298,settembre,2022,1409
299,settembre,2022,3511
300,settembre,2022,3173
301,settembre,2022,3163
302,settembre,2022,3016
303,settembre,2022,1275
304,settembre,2022,1673
305,settembre,2022,4762
306,settembre,2022,1709
307,settembre,2022,4638
308,settembre,2022,2495
309,settembre,2022,1406
310,settembre,2022,1019
311,settembre,2022,4753
312,settembre,2022,1344
313,settembre,2022,4107
314,settembre,2022,3976
315,settembre,2022,4118
316,settembre,2022,3304
317,settembre,2022,3961
318,settembre,2022,3003
319,settembre,2022,3834
320,settembre,2022,4356
321,settembre,2022,3099
322,settembre,2022,4463
323,settembre,2022,2588
324,settembre,2022,1868
325,settembre,2022,3744
326,settembre,2022,4867
327,settembre,2022,2136
328,settembre,2022,1600
329,settembre,2022,3511
330,settembre,2022,4587
331,settembre,2022,1775
332,settembre,2022,1615
333,settembre,2022,3362
334,settembre,2022,2854
335,settembre,2022,2154
336,settembre,2022,1542
337,settembre,2022,1003
338,settembre,2022,4871
339,settembre,2022,2735
340,settembre,2022,4729
341,settembre,2022,1106
342,settembre,2022,4081
343,settembre,2022,3323
344,settembre,2022,3074
345,settembre,2022,4338
346,settembre,2022,3953
347,settembre,2022,4298
348,settembre,2022,3748
349,settembre,2022,4005
350,settembre,2022,2056
351,settembre,2022,2539
352,settembre,2022,1451
353,settembre,2022,2022
354,settembre,2022,2797
355,settembre,2022,4492
356,settembre,2022,3560
357,settembre,2022,2940
358,settembre,2022,1864
359,settembre,2022,4434
360,settembre,2022,2195
361,settembre,2022,3922
362,settembre,2022,3246
363,settembre,2022,4721
364,settembre,2022,1183
365,settembre,2022,1878
366,settembre,2022,4632
367,settembre,2022,1636
368,settembre,2022,2850
369,settembre,2022,2338
370,settembre,2022,3063
371,settembre,2022,1439
372,settembre,2022,3721
373,settembre,2022,2190
374,settembre,2022,1920
375,settembre,2022,2312
376,settembre,2022,3482
377,settembre,2022,2090
378,settembre,2022,2594
379,settembre,2022,3115
380,settembre,2022,1883
381,settembre,2022,4104
382,settembre,2022,3701
383,settembre,2022,3230
384,settembre,2022,3826
385,settembre,2022,2085
386,settembre,2022,3200
387,settembre,2022,3219
388,settembre,2022,1467
389,settembre,2022,4290
390,settembre,2022,4525
391,settembre,2022,3633
392,settembre,2022,1943
393,settembre,2022,3928
394,settembre,2022,2592
395,settembre,2022,1038
396,settembre,2022,4187
397,settembre,2022,1607
398,settembre,2022,1559
399,settembre,2022,4167
400,settembre,2022,2318
401,settembre,2022,4056
402,settembre,2022,1216
403,settembre,2022,3050
404,settembre,2022,2235
405,settembre,2022,4019
406,settembre,2022,3110
407,settembre,2022,4147
408,settembre,2022,2243
409,settembre,2022,2931
410,settembre,2022,2826
411,settembre,2022,2632
412,settembre,2022,3985
413,settembre,2022,2687
414,settembre,2022,3272
415,settembre,2022,3416
416,settembre,2022,2417
417,settembre,2022,1804
418,settembre,2022,1381
419,settembre,2022,4894
420,settembre,2022,1197
421,settembre,2022,4275
422,settembre,2022,3366
423,settembre,2022,4066
424,settembre,2022,4630
425,settembre,2022,2555
426,settembre,2022,3419
427,settembre,2022,4351
428,settembre,2022,1154
429,settembre,2022,1465
430,settembre,2022,1776
431,settembre,2022,4284
432,settembre,2022,4424
433,settembre,2022,3138
434,settembre,2022,4030
435,settembre,2022,4261
436,settembre,2022,4078
437,settembre,2022,2712
438,settembre,2022,2856
439,settembre,2022,1593
440,settembre,2022,3634
441,settembre,2022,2143
442,settembre,2022,3587
443,settembre,2022,3341
444,settembre,2022,3256
445,settembre,2022,3238
446,settembre,2022,4514
447,settembre,2022,3757
448,settembre,2022,4684
449,settembre,2022,2991
450,settembre,2022,1369
451,settembre,2022,4658
452,settembre,2022,2235
453,settembre,2022,4294
454,settembre,2022,1150
455,settembre,2022,2593
456,settembre,2022,1533
457,settembre,2022,1261
458,settembre,2022,3211
459,settembre,2022,2455
460,settembre,2022,4502
461,settembre,2022,4707
462,settembre,2022,3563
463,settembre,2022,2994
464,settembre,2022,3179
465,settembre,2022,3704
466,settembre,2022,1321
467,settembre,2022,3669
468,settembre,2022,4013
469,settembre,2022,1714
470,settembre,2022,2472
471,settembre,2022,4393
472,settembre,2022,2574
473,settembre,2022,4409
474,settembre,2022,1428
475,settembre,2022,1911
476,settembre,2022,1988
477,settembre,2022,3111
478,settembre,2022,3301
479,settembre,2022,4951
480,settembre,2022,4889
481,settembre,2022,4683
482,settembre,2022,1360
483,settembre,2022,2685
484,settembre,2022,4350
485,settembre,2022,1727
486,settembre,2022,4862
487,settembre,2022,3737
488,settembre,2022,1969
489,settembre,2022,4129
490,settembre,2022,2236
491,settembre,2022,3586
492,settembre,2022,3189
493,settembre,2022,4242
494,settembre,2022,3571
495,settembre,2022,1153
496,settembre,2022,4918
497,settembre,2022,3451
498,settembre,2022,2378
499,settembre,2022,2272
500,settembre,2022,2666
501,settembre,2022,3357
502,settembre,2022,1854
503,settembre,2022,2880
504,settembre,2022,3655
505,settembre,2022,4505
506,settembre,2022,1111
507,settembre,2022,1954
508,settembre,2022,2723
509,settembre,2022,3350
510,settembre,2022,4367
511,settembre,2022,1606
512,settembre,2022,3384
513,settembre,2022,2094
514,settembre,2022,4566
515,settembre,2022,1177
516,settembre,2022,3004
517,settembre,2022,2003
518,settembre,2022,2674
519,settembre,2022,3809
520,settembre,2022,4817
521,settembre,2022,3051
522,settembre,2022,2647
523,settembre,2022,3665
524,settembre,2022,2378
525,settembre,2022,4951
526,settembre,2022,2040
527,settembre,2022,1844
528,settembre,2022,4081
529,settembre,2022,1093
530,settembre,2022,3300
531,settembre,2022,4979
532,settembre,2022,2442
533,settembre,2022,1433
534,settembre,2022,4949
535,settembre,2022,4623
536,settembre,2022,1177
537,settembre,2022,4993
538,settembre,2022,3204
539,settembre,2022,1765
540,settembre,2022,4410
541,settembre,2022,3503
542,settembre,2022,3016
543,settembre,2022,1124
544,settembre,2022,2895
545,settembre,2022,2552
546,settembre,2022,3059
547,settembre,2022,2371
548,settembre,2022,1769
549,settembre,2022,3667
550,settembre,2022,1927
551,settembre,2022,4037
552,settembre,2022,3057
553,settembre,2022,3931
554,settembre,2022,4578
1,ottobre,2022,2555
2,ottobre,2022,4097
3,ottobre,2022,3002
4,ottobre,2022,1026
5,ottobre,2022,1757
6,ottobre,2022,4002
7,ottobre,2022,4808
8,ottobre,2022,3346
9,ottobre,2022,3104
10,ottobre,2022,4429
11,ottobre,2022,2755
12,ottobre,2022,2228
13,ottobre,2022,4044
14,ottobre,2022,4188
15,ottobre,2022,2911
16,ottobre,2022,4681
17,ottobre,2022,3089
18,ottobre,2022,3569
19,ottobre,2022,1438
20,ottobre,2022,3860
21,ottobre,2022,3578
22,ottobre,2022,1809
23,ottobre,2022,2440
24,ottobre,2022,2627
25,ottobre,2022,3542
26,ottobre,2022,1729
27,ottobre,2022,4442
28,ottobre,2022,4096
29,ottobre,2022,4698
30,ottobre,2022,1309
31,ottobre,2022,1867
32,ottobre,2022,3241
33,ottobre,2022,1315
34,ottobre,2022,4897
35,ottobre,2022,2169
36,ottobre,2022,3623
37,ottobre,2022,3565
38,ottobre,2022,2690
39,ottobre,2022,1668
40,ottobre,2022,2289
41,ottobre,2022,1883
42,ottobre,2022,2311
43,ottobre,2022,1725
44,ottobre,2022,2166
45,ottobre,2022,1053
46,ottobre,2022,2512
47,ottobre,2022,1468
48,ottobre,2022,4517
49,ottobre,2022,4863
50,ottobre,2022,4449
51,ottobre,2022,2162
